start,end,summed_net_load,file_name
2003-06-24,2003-06-30 23:00:00,3560937.4793588123,2002_181_90m_c1.25_Co2L0.0-1H_LS_solved.nc
2020-06-24,2020-06-30 23:00:00,3612963.943884394,2019_181_90m_c1.25_Co2L0.0-1H_LS_solved.nc
1994-06-24,1994-06-30 23:00:00,2522135.243073314,1993_181_90m_c1.25_Co2L0.0-1H_LS_solved.nc
